"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"5-9","null","null","null","null","Mortality",20332370,"Melanomas of the Skin","2010-04-01 00:00:00",3494
"<1","null","null","null","null","Mortality",3953696,"Melanomas of the Skin","2010-04-01 00:00:00",3495
"1-4","null","null","null","null","Incidence",15793957,"Melanomas of the Skin","2010-04-01 00:00:00",3496
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","48","Incidence",20130192,"Melanomas of the Skin","2010-04-01 00:00:00",3497
"15-19","0.800000011920929","1.10000002384186","1","207","Incidence",21410166,"Melanomas of the Skin","2010-04-01 00:00:00",3498
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","28","Incidence",19780537,"Melanomas of the Skin","2010-04-01 00:00:00",3499
"<1","0.300000011920929","0.699999988079071","0.5","18","Incidence",3846294,"Melanomas of the Skin","2010-04-01 00:00:00",3500
"1-4","null","null","null","null","Mortality",16239246,"Mesothelioma","2010-04-01 00:00:00",3501
"10-14","null","null","null","null","Mortality",20680135,"Mesothelioma","2010-04-01 00:00:00",3502
"15-19","null","null","null","null","Mortality",21980141,"Mesothelioma","2010-04-01 00:00:00",3503
"5-9","null","null","null","null","Mortality",20332370,"Mesothelioma","2010-04-01 00:00:00",3504
"<1","null","null","null","null","Mortality",3953696,"Mesothelioma","2010-04-01 00:00:00",3505
"1-4","null","null","null","null","Incidence",15793957,"Mesothelioma","2010-04-01 00:00:00",3506
"10-14","null","null","null","null","Incidence",20130192,"Mesothelioma","2010-04-01 00:00:00",3507
"15-19","null","null","null","null","Incidence",21410166,"Mesothelioma","2010-04-01 00:00:00",3508
"5-9","null","null","null","null","Incidence",19780537,"Mesothelioma","2010-04-01 00:00:00",3509
"<1","null","null","null","null","Incidence",3846294,"Mesothelioma","2010-04-01 00:00:00",3510
"1-4","null","null","null","null","Mortality",16239246,"Myeloma","2010-04-01 00:00:00",3511
"10-14","null","null","null","null","Mortality",20680135,"Myeloma","2010-04-01 00:00:00",3512
"15-19","null","null","null","null","Mortality",21980141,"Myeloma","2010-04-01 00:00:00",3513
"5-9","null","null","null","null","Mortality",20332370,"Myeloma","2010-04-01 00:00:00",3514
"<1","null","null","null","null","Mortality",3953696,"Myeloma","2010-04-01 00:00:00",3515
"1-4","null","null","null","null","Incidence",15793957,"Myeloma","2010-04-01 00:00:00",3516
"10-14","null","null","null","null","Incidence",20130192,"Myeloma","2010-04-01 00:00:00",3517
"15-19","null","null","null","null","Incidence",21410166,"Myeloma","2010-04-01 00:00:00",3518
"5-9","null","null","null","null","Incidence",19780537,"Myeloma","2010-04-01 00:00:00",3519
"<1","null","null","null","null","Incidence",3846294,"Myeloma","2010-04-01 00:00:00",3520
"1-4","null","null","null","null","Mortality",16239246,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3521
"10-14","0.100000001490116","0.100000001490116","0.100000001490116","19","Mortality",20680135,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3522
"15-19","0.100000001490116","0.200000002980232","0.200000002980232","40","Mortality",21980141,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3523
"5-9","null","null","null","null","Mortality",20332370,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3524
"<1","null","null","null","null","Mortality",3953696,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3525
"1-4","0.600000023841858","0.899999976158142","0.699999988079071","115","Incidence",15793957,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3526
"10-14","0.899999976158142","1.20000004768372","1.10000002384186","219","Incidence",20130192,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3527
"15-19","1.39999997615814","1.79999995231628","1.60000002384186","340","Incidence",21410166,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3528
"5-9","1","1.29999995231628","1.10000002384186","218","Incidence",19780537,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3529
"<1","0.300000011920929","0.699999988079071","0.400000005960464","17","Incidence",3846294,"Non-Hodgkin Lymphoma","2010-04-01 00:00:00",3530
"1-4","null","null","null","null","Mortality",16239246,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3531
"10-14","null","null","null","null","Mortality",20680135,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3532
"15-19","null","null","null","null","Mortality",21980141,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3533
"5-9","null","null","null","null","Mortality",20332370,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3534
"<1","null","null","null","null","Mortality",3953696,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3535
"1-4","null","null","null","null","Incidence",15793957,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3536
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","65","Incidence",20130192,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3537
"15-19","0.400000005960464","0.600000023841858","0.5","107","Incidence",21410166,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3538
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","19","Incidence",19780537,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3539
"<1","null","null","null","null","Incidence",3846294,"Oral Cavity and Pharynx","2010-04-01 00:00:00",3540
"1-4","null","null","null","null","Mortality",7943788,"Ovary","2010-04-01 00:00:00",3541
"10-14","null","null","null","null","Mortality",10101254,"Ovary","2010-04-01 00:00:00",3542
"15-19","null","null","null","null","Mortality",10701385,"Ovary","2010-04-01 00:00:00",3543
"5-9","null","null","null","null","Mortality",9951001,"Ovary","2010-04-01 00:00:00",3544
"<1","null","null","null","null","Mortality",1933518,"Ovary","2010-04-01 00:00:00",3545
"1-4","null","null","null","null","Incidence",7725482,"Ovary","2010-04-01 00:00:00",3546
"10-14","0.600000023841858","0.899999976158142","0.699999988079071","71","Incidence",9832517,"Ovary","2010-04-01 00:00:00",3547
"15-19","1","1.39999997615814","1.20000004768372","127","Incidence",10423544,"Ovary","2010-04-01 00:00:00",3548
"5-9","0.100000001490116","0.300000011920929","0.200000002980232","20","Incidence",9681360,"Ovary","2010-04-01 00:00:00",3549
"<1","null","null","null","null","Incidence",1881169,"Ovary","2010-04-01 00:00:00",3550
"1-4","null","null","null","null","Mortality",16239246,"Pancreas","2010-04-01 00:00:00",3551
"10-14","null","null","null","null","Mortality",20680135,"Pancreas","2010-04-01 00:00:00",3552
"15-19","null","null","null","null","Mortality",21980141,"Pancreas","2010-04-01 00:00:00",3553
"5-9","null","null","null","null","Mortality",20332370,"Pancreas","2010-04-01 00:00:00",3554
"<1","null","null","null","null","Mortality",3953696,"Pancreas","2010-04-01 00:00:00",3555
"1-4","null","null","null","null","Incidence",15793957,"Pancreas","2010-04-01 00:00:00",3556
"10-14","null","null","null","null","Incidence",20130192,"Pancreas","2010-04-01 00:00:00",3557
"15-19","null","null","null","null","Incidence",21410166,"Pancreas","2010-04-01 00:00:00",3558
"5-9","null","null","null","null","Incidence",19780537,"Pancreas","2010-04-01 00:00:00",3559
"<1","null","null","null","null","Incidence",3846294,"Pancreas","2010-04-01 00:00:00",3560
"1-4","null","null","null","null","Mortality",8295458,"Prostate","2010-04-01 00:00:00",3561
"10-14","null","null","null","null","Mortality",10578881,"Prostate","2010-04-01 00:00:00",3562
"15-19","null","null","null","null","Mortality",11278756,"Prostate","2010-04-01 00:00:00",3563
"5-9","null","null","null","null","Mortality",10381369,"Prostate","2010-04-01 00:00:00",3564
"<1","null","null","null","null","Mortality",2020178,"Prostate","2010-04-01 00:00:00",3565
"1-4","null","null","null","null","Incidence",8068475,"Prostate","2010-04-01 00:00:00",3566
"10-14","null","null","null","null","Incidence",10297675,"Prostate","2010-04-01 00:00:00",3567
"15-19","null","null","null","null","Incidence",10986622,"Prostate","2010-04-01 00:00:00",3568
"5-9","null","null","null","null","Incidence",10099177,"Prostate","2010-04-01 00:00:00",3569
"<1","null","null","null","null","Incidence",1965125,"Prostate","2010-04-01 00:00:00",3570
"1-4","null","null","null","null","Mortality",16239246,"Stomach","2010-04-01 00:00:00",3571
"10-14","null","null","null","null","Mortality",20680135,"Stomach","2010-04-01 00:00:00",3572
"15-19","null","null","null","null","Mortality",21980141,"Stomach","2010-04-01 00:00:00",3573
"5-9","null","null","null","null","Mortality",20332370,"Stomach","2010-04-01 00:00:00",3574
"<1","null","null","null","null","Mortality",3953696,"Stomach","2010-04-01 00:00:00",3575
"1-4","null","null","null","null","Incidence",15793957,"Stomach","2010-04-01 00:00:00",3576
"10-14","null","null","null","null","Incidence",20130192,"Stomach","2010-04-01 00:00:00",3577
"15-19","0","0.100000001490116","0.100000001490116","17","Incidence",21410166,"Stomach","2010-04-01 00:00:00",3578
"5-9","null","null","null","null","Incidence",19780537,"Stomach","2010-04-01 00:00:00",3579
"<1","null","null","null","null","Incidence",3846294,"Stomach","2010-04-01 00:00:00",3580
"1-4","null","null","null","null","Mortality",8295458,"Testis","2010-04-01 00:00:00",3581
"10-14","null","null","null","null","Mortality",10578881,"Testis","2010-04-01 00:00:00",3582
"15-19","null","null","null","null","Mortality",11278756,"Testis","2010-04-01 00:00:00",3583
"5-9","null","null","null","null","Mortality",10381369,"Testis","2010-04-01 00:00:00",3584
"<1","null","null","null","null","Mortality",2020178,"Testis","2010-04-01 00:00:00",3585
"1-4","0.200000002980232","0.5","0.300000011920929","26","Incidence",8068475,"Testis","2010-04-01 00:00:00",3586
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","23","Incidence",10297675,"Testis","2010-04-01 00:00:00",3587
"15-19","3","3.70000004768372","3.40000009536743","371","Incidence",10986622,"Testis","2010-04-01 00:00:00",3588
"5-9","null","null","null","null","Incidence",10099177,"Testis","2010-04-01 00:00:00",3589
"<1","1","2.20000004768372","1.5","30","Incidence",1965125,"Testis","2010-04-01 00:00:00",3590
"1-4","null","null","null","null","Mortality",16239246,"Thyroid","2010-04-01 00:00:00",3591
"10-14","null","null","null","null","Mortality",20680135,"Thyroid","2010-04-01 00:00:00",3592
"15-19","null","null","null","null","Mortality",21980141,"Thyroid","2010-04-01 00:00:00",3593
"5-9","null","null","null","null","Mortality",20332370,"Thyroid","2010-04-01 00:00:00",3594
"<1","null","null","null","null","Mortality",3953696,"Thyroid","2010-04-01 00:00:00",3595
"1-4","null","null","null","null","Incidence",15793957,"Thyroid","2010-04-01 00:00:00",3596
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","138","Incidence",20130192,"Thyroid","2010-04-01 00:00:00",3597
"15-19","2.29999995231628","2.79999995231628","2.5","545","Incidence",21410166,"Thyroid","2010-04-01 00:00:00",3598
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","19","Incidence",19780537,"Thyroid","2010-04-01 00:00:00",3599
"<1","null","null","null","null","Incidence",3846294,"Thyroid","2010-04-01 00:00:00",3600
"1-4","null","null","null","null","Mortality",16239246,"Urinary Bladder","2010-04-01 00:00:00",3601
"10-14","null","null","null","null","Mortality",20680135,"Urinary Bladder","2010-04-01 00:00:00",3602
"15-19","null","null","null","null","Mortality",21980141,"Urinary Bladder","2010-04-01 00:00:00",3603
"5-9","null","null","null","null","Mortality",20332370,"Urinary Bladder","2010-04-01 00:00:00",3604
"<1","null","null","null","null","Mortality",3953696,"Urinary Bladder","2010-04-01 00:00:00",3605
"1-4","null","null","null","null","Incidence",15793957,"Urinary Bladder","2010-04-01 00:00:00",3606
"10-14","null","null","null","null","Incidence",20130192,"Urinary Bladder","2010-04-01 00:00:00",3607
"15-19","0","0.100000001490116","0.100000001490116","17","Incidence",21410166,"Urinary Bladder","2010-04-01 00:00:00",3608
"5-9","null","null","null","null","Incidence",19780537,"Urinary Bladder","2010-04-01 00:00:00",3609
"<1","null","null","null","null","Incidence",3846294,"Urinary Bladder","2010-04-01 00:00:00",3610
"1-4","19.2999992370605","20.7999992370605","20","2662","Incidence",13297303,"All Cancer Sites Combined","1999-04-01 00:00:00",3611
"10-14","12","13","12.5","2186","Incidence",17507634,"All Cancer Sites Combined","1999-04-01 00:00:00",3612
"15-19","19.2999992370605","20.6000003814697","20","3464","Incidence",17355940,"All Cancer Sites Combined","1999-04-01 00:00:00",3613
"5-9","10.6999998092651","11.6999998092651","11.1999998092651","2004","Incidence",17879968,"All Cancer Sites Combined","1999-04-01 00:00:00",3614
"<1","22.6000003814697","26","24.2999992370605","796","Incidence",3280395,"All Cancer Sites Combined","1999-04-01 00:00:00",3615
"1-4","0.600000023841858","0.899999976158142","0.699999988079071","113","Mortality",15339782,"Brain and Other Nervous System","1999-04-01 00:00:00",3616
"10-14","0.5","0.699999988079071","0.600000023841858","124","Mortality",20213364,"Brain and Other Nervous System","1999-04-01 00:00:00",3617
"15-19","0.5","0.699999988079071","0.600000023841858","115","Mortality",20084602,"Brain and Other Nervous System","1999-04-01 00:00:00",3618
"5-9","0.800000011920929","1","0.899999976158142","184","Mortality",20606460,"Brain and Other Nervous System","1999-04-01 00:00:00",3619
"<1","null","null","null","null","Mortality",3795762,"Brain and Other Nervous System","1999-04-01 00:00:00",3620
"1-4","3.59999990463257","4.30000019073486","4","528","Incidence",13297303,"Brain and Other Nervous System","1999-04-01 00:00:00",3621
"10-14","2.40000009536743","2.90000009536743","2.59999990463257","462","Incidence",17507634,"Brain and Other Nervous System","1999-04-01 00:00:00",3622
"15-19","1.79999995231628","2.29999995231628","2","353","Incidence",17355940,"Brain and Other Nervous System","1999-04-01 00:00:00",3623
"<1","null","null","null","null","Mortality",4147997,"Mesothelioma","2007-04-01 00:00:00",2665
"1-4","null","null","null","null","Incidence",15697941,"Mesothelioma","2007-04-01 00:00:00",2666
"10-14","null","null","null","null","Incidence",20483595,"Mesothelioma","2007-04-01 00:00:00",2667
"15-19","null","null","null","null","Incidence",21687308,"Mesothelioma","2007-04-01 00:00:00",2668
"5-9","null","null","null","null","Incidence",19371679,"Mesothelioma","2007-04-01 00:00:00",2669
"<1","null","null","null","null","Incidence",4074983,"Mesothelioma","2007-04-01 00:00:00",2670
"1-4","null","null","null","null","Mortality",15977965,"Myeloma","2007-04-01 00:00:00",2671
"10-14","null","null","null","null","Mortality",20841042,"Myeloma","2007-04-01 00:00:00",2672
"15-19","null","null","null","null","Mortality",22067816,"Myeloma","2007-04-01 00:00:00",2673
"5-9","null","null","null","null","Mortality",19714611,"Myeloma","2007-04-01 00:00:00",2674
"<1","null","null","null","null","Mortality",4147997,"Myeloma","2007-04-01 00:00:00",2675
"1-4","null","null","null","null","Incidence",15697941,"Myeloma","2007-04-01 00:00:00",2676
"10-14","null","null","null","null","Incidence",20483595,"Myeloma","2007-04-01 00:00:00",2677
"15-19","null","null","null","null","Incidence",21687308,"Myeloma","2007-04-01 00:00:00",2678
"5-9","null","null","null","null","Incidence",19371679,"Myeloma","2007-04-01 00:00:00",2679
"<1","null","null","null","null","Incidence",4074983,"Myeloma","2007-04-01 00:00:00",2680
"1-4","null","null","null","null","Mortality",15977965,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2681
"10-14","0.100000001490116","0.100000001490116","0.100000001490116","20","Mortality",20841042,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2682
"15-19","0.200000002980232","0.300000011920929","0.200000002980232","47","Mortality",22067816,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2683
"5-9","null","null","null","null","Mortality",19714611,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2684
"<1","null","null","null","null","Mortality",4147997,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2685
"1-4","0.5","0.699999988079071","0.600000023841858","90","Incidence",15697941,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2686
"10-14","1.20000004768372","1.5","1.29999995231628","269","Incidence",20483595,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2687
"15-19","1.5","1.89999997615814","1.70000004768372","368","Incidence",21687308,"Non-Hodgkin Lymphoma","2007-04-01 00:00:00",2688
