"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Mixed glioma","2008-04-01 00:00:00","null","null","null",2540
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","309",105077378,"Male","Mixed glioma","2008-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2541
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Mixed glioma","2009-04-01 00:00:00","null","null","null",2542
"20+","0.300000011920929","0.400000005960464","0.300000011920929","Malignant","370",106309806,"Male","Mixed glioma","2009-04-01 00:00:00","0.300000011920929","0.400000005960464","0.300000011920929",2543
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Mixed glioma","2010-04-01 00:00:00","null","null","null",2544
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","315",106608980,"Male","Mixed glioma","2010-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2545
"20+","0.5","0.600000023841858","0.5","Benign/Borderline","473",97519135,"Male","Neoplasm, unspecified","2004-04-01 00:00:00","0.400000005960464","0.5","0.5",2546
"20+","0.600000023841858","0.800000011920929","0.699999988079071","Malignant","598",97519135,"Male","Neoplasm, unspecified","2004-04-01 00:00:00","0.600000023841858","0.699999988079071","0.600000023841858",2547
"20+","0.600000023841858","0.699999988079071","0.699999988079071","Benign/Borderline","599",98707416,"Male","Neoplasm, unspecified","2005-04-01 00:00:00","0.600000023841858","0.699999988079071","0.600000023841858",2548
"20+","0.600000023841858","0.699999988079071","0.699999988079071","Malignant","588",98707416,"Male","Neoplasm, unspecified","2005-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",2549
"20+","0.600000023841858","0.699999988079071","0.600000023841858","Benign/Borderline","584",99938602,"Male","Neoplasm, unspecified","2006-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",2550
"20+","0.600000023841858","0.699999988079071","0.600000023841858","Malignant","553",99938602,"Male","Neoplasm, unspecified","2006-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",2551
"20+","0.5","0.600000023841858","0.600000023841858","Benign/Borderline","561",103846993,"Male","Neoplasm, unspecified","2007-04-01 00:00:00","0.5","0.600000023841858","0.5",2554
"20+","0.600000023841858","0.699999988079071","0.600000023841858","Malignant","568",103846993,"Male","Neoplasm, unspecified","2007-04-01 00:00:00","0.5","0.600000023841858","0.5",2555
"20+","0.5","0.600000023841858","0.600000023841858","Benign/Borderline","577",105077378,"Male","Neoplasm, unspecified","2008-04-01 00:00:00","0.5","0.600000023841858","0.5",2556
"20+","0.600000023841858","0.699999988079071","0.699999988079071","Malignant","620",105077378,"Male","Neoplasm, unspecified","2008-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",2557
"20+","0.5","0.600000023841858","0.600000023841858","Benign/Borderline","583",106309806,"Male","Neoplasm, unspecified","2009-04-01 00:00:00","0.5","0.600000023841858","0.5",2558
"20+","0.600000023841858","0.699999988079071","0.600000023841858","Malignant","631",106309806,"Male","Neoplasm, unspecified","2009-04-01 00:00:00","0.5","0.600000023841858","0.600000023841858",2559
"20+","0.5","0.600000023841858","0.600000023841858","Benign/Borderline","571",106608980,"Male","Neoplasm, unspecified","2010-04-01 00:00:00","0.5","0.600000023841858","0.5",2560
"20+","0.5","0.600000023841858","0.5","Malignant","529",106608980,"Male","Neoplasm, unspecified","2010-04-01 00:00:00","0.5","0.5","0.5",2561
"20+","2.09999990463257","2.29999995231628","2.20000004768372","Benign/Borderline","2114",97519135,"Male","Nerve sheath, benign and malignant","2004-04-01 00:00:00","2.09999990463257","2.29999995231628","2.20000004768372",2562
"20+","0","0","0","Malignant","26",97519135,"Male","Nerve sheath, benign and malignant","2004-04-01 00:00:00","0","0","0",2563
"20+","2.40000009536743","2.59999990463257","2.5","Benign/Borderline","2462",98707416,"Male","Nerve sheath, benign and malignant","2005-04-01 00:00:00","2.40000009536743","2.59999990463257","2.5",2564
"20+","0","0","0","Malignant","29",98707416,"Male","Nerve sheath, benign and malignant","2005-04-01 00:00:00","0","0","0",2565
"20+","2.29999995231628","2.5","2.40000009536743","Benign/Borderline","2397",99938602,"Male","Nerve sheath, benign and malignant","2006-04-01 00:00:00","2.29999995231628","2.5","2.40000009536743",2566
"20+","0","0","0","Malignant","18",99938602,"Male","Nerve sheath, benign and malignant","2006-04-01 00:00:00","0","0","0",2567
"20+","2.29999995231628","2.40000009536743","2.29999995231628","Benign/Borderline","2480",103846993,"Male","Nerve sheath, benign and malignant","2007-04-01 00:00:00","2.29999995231628","2.5","2.40000009536743",2570
"20+","0","0","0","Malignant","20",103846993,"Male","Nerve sheath, benign and malignant","2007-04-01 00:00:00","0","0","0",2571
"20+","2.20000004768372","2.40000009536743","2.29999995231628","Benign/Borderline","2448",105077378,"Male","Nerve sheath, benign and malignant","2008-04-01 00:00:00","2.20000004768372","2.40000009536743","2.29999995231628",2572
"20+","0","0","0","Malignant","24",105077378,"Male","Nerve sheath, benign and malignant","2008-04-01 00:00:00","0","0","0",2573
"20+","2.20000004768372","2.40000009536743","2.29999995231628","Benign/Borderline","2502",106309806,"Male","Nerve sheath, benign and malignant","2009-04-01 00:00:00","2.29999995231628","2.40000009536743","2.40000009536743",2574
"20+","0","0","0","Malignant","21",106309806,"Male","Nerve sheath, benign and malignant","2009-04-01 00:00:00","0","0","0",2575
"20+","2","2.20000004768372","2.09999990463257","Benign/Borderline","2311",106608980,"Male","Nerve sheath, benign and malignant","2010-04-01 00:00:00","2.09999990463257","2.29999995231628","2.20000004768372",2576
"20+","0","0","0","Malignant","22",106608980,"Male","Nerve sheath, benign and malignant","2010-04-01 00:00:00","0","0","0",2577
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Neuroepithelial","2004-04-01 00:00:00","null","null","null",2578
"20+","0","0","0","Malignant","29",97519135,"Male","Neuroepithelial","2004-04-01 00:00:00","0","0","0",2579
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Neuroepithelial","2005-04-01 00:00:00","null","null","null",2580
"20+","0","0","0","Malignant","17",98707416,"Male","Neuroepithelial","2005-04-01 00:00:00","0","0","0",2581
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Neuroepithelial","2006-04-01 00:00:00","null","null","null",2582
"20+","0","0","0","Malignant","23",99938602,"Male","Neuroepithelial","2006-04-01 00:00:00","0","0","0",2583
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Neuroepithelial","2007-04-01 00:00:00","null","null","null",2586
"20+","0","0","0","Malignant","31",103846993,"Male","Neuroepithelial","2007-04-01 00:00:00","0","0","0",2587
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Neuroepithelial","2008-04-01 00:00:00","null","null","null",2588
"20+","0","0","0","Malignant","18",105077378,"Male","Neuroepithelial","2008-04-01 00:00:00","0","0","0",2589
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Neuroepithelial","2009-04-01 00:00:00","null","null","null",2590
"20+","0","0","0","Malignant","20",106309806,"Male","Neuroepithelial","2009-04-01 00:00:00","0","0","0",2591
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Neuroepithelial","2010-04-01 00:00:00","null","null","null",2592
"20+","0","0","0","Malignant","26",106608980,"Male","Neuroepithelial","2010-04-01 00:00:00","0","0","0",2593
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","147",97519135,"Male","Neuronal/glial, neuronal","2004-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2594
"20+","0","0","0","Malignant","21",97519135,"Male","Neuronal/glial, neuronal","2004-04-01 00:00:00","0","0","0",2595
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","169",98707416,"Male","Neuronal/glial, neuronal","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2596
"20+","0","0","0","Malignant","34",98707416,"Male","Neuronal/glial, neuronal","2005-04-01 00:00:00","0","0","0",2597
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","175",99938602,"Male","Neuronal/glial, neuronal","2006-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2598
"20+","0","0","0","Malignant","24",99938602,"Male","Neuronal/glial, neuronal","2006-04-01 00:00:00","0","0","0",2599
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Benign/Borderline","175",103846993,"Male","Neuronal/glial, neuronal","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2602
"20+","0","0","0","Malignant","24",103846993,"Male","Neuronal/glial, neuronal","2007-04-01 00:00:00","0","0","0",2603
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","204",105077378,"Male","Neuronal/glial, neuronal","2008-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2604
"20+","0","0","0","Malignant","23",105077378,"Male","Neuronal/glial, neuronal","2008-04-01 00:00:00","0","0","0",2605
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","210",106309806,"Male","Neuronal/glial, neuronal","2009-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2606
"20+","0","0","0","Malignant","17",106309806,"Male","Neuronal/glial, neuronal","2009-04-01 00:00:00","0","0","0",2607
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","201",106608980,"Male","Neuronal/glial, neuronal","2010-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2608
"20+","null","null","null","Malignant","null",106608980,"Male","Neuronal/glial, neuronal","2010-04-01 00:00:00","null","null","null",2609
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Oligodendroglioma","2004-04-01 00:00:00","null","null","null",2610
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","436",97519135,"Male","Oligodendroglioma","2004-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2611
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Oligodendroglioma","2005-04-01 00:00:00","null","null","null",2612
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","405",98707416,"Male","Oligodendroglioma","2005-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2613
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Oligodendroglioma","2006-04-01 00:00:00","null","null","null",2614
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","412",99938602,"Male","Oligodendroglioma","2006-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2615
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Oligodendroglioma","2007-04-01 00:00:00","null","null","null",2618
"20+","0.400000005960464","0.400000005960464","0.400000005960464","Malignant","415",103846993,"Male","Oligodendroglioma","2007-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2619
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Oligodendroglioma","2008-04-01 00:00:00","null","null","null",2620
"20+","0.300000011920929","0.400000005960464","0.400000005960464","Malignant","382",105077378,"Male","Oligodendroglioma","2008-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",2621
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Oligodendroglioma","2009-04-01 00:00:00","null","null","null",2622
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","440",106309806,"Male","Oligodendroglioma","2009-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2623
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Oligodendroglioma","2010-04-01 00:00:00","null","null","null",2624
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","427",106608980,"Male","Oligodendroglioma","2010-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2625
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","78",97519135,"Male","Other mesenchymal","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2626
"20+","0","0","0","Malignant","25",97519135,"Male","Other mesenchymal","2004-04-01 00:00:00","0","0","0",2627
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","69",98707416,"Male","Other mesenchymal","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2628
"20+","0","0","0","Malignant","30",98707416,"Male","Other mesenchymal","2005-04-01 00:00:00","0","0","0",2629
"20+","0","0.100000001490116","0.100000001490116","Benign/Borderline","62",99938602,"Male","Other mesenchymal","2006-04-01 00:00:00","0","0.100000001490116","0.100000001490116",2630
"20+","0","0","0","Malignant","25",99938602,"Male","Other mesenchymal","2006-04-01 00:00:00","0","0","0",2631
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","82",103846993,"Male","Other mesenchymal","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2634
"20+","0","0","0","Malignant","33",103846993,"Male","Other mesenchymal","2007-04-01 00:00:00","0","0","0",2635
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","93",105077378,"Male","Other mesenchymal","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2636
"20+","0","0","0","Malignant","38",105077378,"Male","Other mesenchymal","2008-04-01 00:00:00","0","0","0",2637
